item_id	level	deck_id	source_position	kanji	onyomi	kunyomi	hanviet	meaning	examples	memo	related_words	tags	status
N4-KANJI-0076	N4	n4_kanji_core	76	緑	リョク, ロク	みどり	LỤC	xanh lá	緑（xanh lá cây/ cây xanh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	緑|みどり|xanh lá cây/ cây xanh	kanji,n4,image-15-28	ready
N4-KANJI-0077	N4	n4_kanji_core	77	経	キョウ, キン, ケイ	た.つ, たていと, のり, はか.る, へ.る	KINH	kinh, trải qua	経済（kinh tế）; 経験（kinh nghiệm）; 経歴（kinh nghiệm học tập, làm việc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	経済|けいざい|kinh tế\n経験|けいけん|kinh nghiệm\n経歴|けいれき|kinh nghiệm học tập, làm việc	kanji,n4,image-15-28	ready
N4-KANJI-0078	N4	n4_kanji_core	78	紙	シ	かみ	CHỈ	giấy	紙（giấy, tờ giấy）; 手紙（thư, lá thư）; 新聞紙（giấy báo）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	紙|かみ|giấy, tờ giấy\n手紙|てがみ|thư, lá thư\n新聞紙|しんぶんし|giấy báo	kanji,n4,image-15-28	ready
N4-KANJI-0079	N4	n4_kanji_core	79	細	サイ	こま.か, こま.かい, ほそ.い, ほそ.る	TẾ	mảnh, chi tiết	細かい（chi tiết, chi li, tỉ mỉ）; 細い（mảnh mai, thon, hẹp）; 細胞（tế bào）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	細かい|こまかい|chi tiết, chi li, tỉ mỉ\n細い|ほそい|mảnh mai, thon, hẹp\n細胞|さいぼう|tế bào	kanji,n4,image-15-28	ready
N4-KANJI-0080	N4	n4_kanji_core	80	練	レン	ね.る, ね.り	LUYỆN	luyện tập	練習（luyện tập）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	練習|れんしゅう|luyện tập	kanji,n4,image-15-28	ready
N4-KANJI-0081	N4	n4_kanji_core	81	園	エン	その	VIÊN	vườn	公園（công viên）; 動物園（sở thú）; 遊園地（công viên giải trí）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	公園|công viên\n動物園|どうぶつえん|sở thú\n遊園地|ゆうえんち|công viên giải trí	kanji,n4,image-15-28	ready
N4-KANJI-0082	N4	n4_kanji_core	82	遠	エン, オン	とお.い	VIỄN	xa	遠い（xa）; 永遠（vĩnh viễn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	遠い|とおい|xa\n永遠|えいえん|vĩnh viễn	kanji,n4,image-15-28	ready
N4-KANJI-0083	N4	n4_kanji_core	83	鳥	チョウ	とり	ĐIỂU	chim	鳥（con chim）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	鳥|とり|con chim	kanji,n4,image-15-28	ready
N4-KANJI-0084	N4	n4_kanji_core	84	鳴	メイ	な.く, な.らす, な.る	MINH	kêu, reo	鳴る（kêu, reo, hót）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	鳴る|なる|kêu, reo, hót	kanji,n4,image-15-28	ready
N4-KANJI-0085	N4	n4_kanji_core	85	番	バン	つが.い	PHIÊN	lượt, số	番号（số）; 番組（chương trình, kênh）; 順番（tuần tự, thứ tự, lượt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	番号|ばんごう|số\n番組|ばんぐみ|chương trình, kênh\n順番|じゅんばん|tuần tự, thứ tự, lượt	kanji,n4,image-15-28	ready
N4-KANJI-0086	N4	n4_kanji_core	86	乗	ショウ, ジョウ	-の.り, の.せる, の.る	THỪA	lên xe, cưỡi	乗り場（điểm lên - xuống xe）; 乗る（lên (tàu, xe)）; 乗せる（đặt lên, cho lên）; 乗り換える（đổi phương tiện di chuyển）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	乗り場|のりば|điểm lên - xuống xe\n乗る|のる|lên (tàu, xe)\n乗せる|のせる|đặt lên, cho lên\n乗り換える|のりかえる|đổi phương tiện di chuyển	kanji,n4,image-15-28	ready
N4-KANJI-0087	N4	n4_kanji_core	87	屋	オク	や	ỐC	cửa hàng, nhà	屋上（sân thượng）; パン屋（cửa hàng bánh mì）; 部屋（căn phòng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	屋上|おくじょう|sân thượng\nパン屋|パンや|cửa hàng bánh mì\n部屋|へや|căn phòng	kanji,n4,image-15-28	ready
N4-KANJI-0088	N4	n4_kanji_core	88	遅	チ	おく.れる, おそ.い	TRÌ	muộn, chậm	遅い（chậm, trễ, muộn）; 遅れる（đến muộn, chậm trễ, muộn）; 遅刻（trễ, muộn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	遅い|おそい|chậm, trễ, muộn\n遅れる|おくれる|đến muộn, chậm trễ, muộn\n遅刻|ちこく|trễ, muộn	kanji,n4,image-15-28	ready
N4-KANJI-0089	N4	n4_kanji_core	89	春	シュン	はる	XUÂN	mùa xuân	春（mùa xuân）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	春|はる|mùa xuân	kanji,n4,image-15-28	ready
N4-KANJI-0090	N4	n4_kanji_core	90	昼	チュウ	ひる	TRÚ	ban ngày, trưa	昼（buổi trưa）; 昼休み（nghỉ trưa）; 昼間（ban ngày）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	昼|ひる|buổi trưa\n昼休み|ひるやすみ|nghỉ trưa\n昼間|ひるま|ban ngày	kanji,n4,image-15-28	ready
N4-KANJI-0091	N4	n4_kanji_core	91	星	ショウ, セイ	-ぼし, ほし	TINH	sao	星（ngôi sao）; 星占い（bói sao）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	星|ほし|ngôi sao\n星占い|ほしうらない|bói sao	kanji,n4,image-15-28	ready
N4-KANJI-0092	N4	n4_kanji_core	92	院	イン		VIỆN	viện	病院（bệnh viện）; 美容院（thẩm mỹ viện）; 入院する（nhập viện）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	病院|びょういん|bệnh viện\n美容院|びよういん|thẩm mỹ viện\n入院する|にゅういんする|nhập viện	kanji,n4,image-15-28	ready
N4-KANJI-0093	N4	n4_kanji_core	93	降	コウ, ゴ	お.りる, お.ろす, くだ.す, くだ.る, ふ.り, ふ.る	GIÁNG	rơi, xuống	降る（(mưa, tuyết) rơi）; 降りる（xuống (xe, núi)）; 降ろす（cho xuống, hạ xuống）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	降る|ふる|(mưa, tuyết) rơi\n降りる|おりる|xuống (xe, núi)\n降ろす|おろす|cho xuống, hạ xuống	kanji,n4,image-15-28	ready
N4-KANJI-0094	N4	n4_kanji_core	94	部	ブ	-べ	BỘ	bộ phận	部屋（căn phòng）; 全部（tất cả, tổng cộng）; 部長（trưởng ban, trưởng bộ phận）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	部屋|へや|căn phòng\n全部|ぜんぶ|tất cả, tổng cộng\n部長|ぶちょう|trưởng ban, trưởng bộ phận	kanji,n4,image-15-28	ready
N4-KANJI-0095	N4	n4_kanji_core	95	竹	チク	たけ	TRÚC	tre	竹（cây tre）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	竹|たけ|cây tre	kanji,n4,image-15-28	ready
N4-KANJI-0096	N4	n4_kanji_core	96	答	トウ	こた.え, こた.える	ĐÁP	trả lời	答え（đáp án）; 答える（trả lời, đáp lại）; 回答（trả lời）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	答え|こたえ|đáp án\n答える|こたえる|trả lời, đáp lại\n回答|かいとう|trả lời	kanji,n4,image-15-28	ready
N4-KANJI-0097	N4	n4_kanji_core	97	特	トク	---	ĐẶC	đặc biệt	特急（nhanh, gấp; tàu tốc hành）; 特に（đặc biệt là）; 特別（đặc biệt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	特急|とっきゅう|nhanh, gấp; tàu tốc hành\n特に|とくに|đặc biệt là\n特別|とくべつ|đặc biệt	kanji,n4,image-15-28	ready
N4-KANJI-0098	N4	n4_kanji_core	98	持	ジ	-も.ち, も.つ, も.てる	TRÌ	cầm, có	持つ（cầm, mang; sở hữu）; 持って行く（mang đi）; 気持ち（cảm giác, cảm xúc, tâm trạng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	持つ|もつ|cầm, mang; sở hữu\n持って行く|もっていく|mang đi\n気持ち|きもち|cảm giác, cảm xúc, tâm trạng	kanji,n4,image-15-28	ready
N4-KANJI-0099	N4	n4_kanji_core	99	丸	ガン	まる, まる.い, まる.める	HOÀN	tròn	丸い（tròn）; 丸（hình tròn, vòng tròn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	丸い|まるい|tròn\n丸|まる|hình tròn, vòng tròn	kanji,n4,image-15-28	ready
N4-KANJI-0100	N4	n4_kanji_core	100	究	キュウ, ク	きわ.める	CỨU	nghiên cứu	研究（nghiên cứu）; 研究者（nhà nghiên cứu）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	研究|けんきゅう|nghiên cứu\n研究者|けんきゅうしゃ|nhà nghiên cứu	kanji,n4,image-15-28	ready
N4-KANJI-0101	N4	n4_kanji_core	101	区	オウ, ク, コウ		KHU	khu	区（khu, quận）; 区別（phân biệt, phân loại）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	区|く|khu, quận\n区別|くべつ|phân biệt, phân loại	kanji,n4,image-15-28	ready
N4-KANJI-0102	N4	n4_kanji_core	102	図	ズ, ト	え, はか.る	ĐỒ	sơ đồ, ý đồ	図書館（thư viện）; 地図（bản đồ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	図書館|としょかん|thư viện\n地図|ちず|bản đồ	kanji,n4,image-15-28	ready
N4-KANJI-0103	N4	n4_kanji_core	103	京	キョウ, キン, ケイ	みやこ	KINH	kinh đô	東京（Tokyo）; 京都（Kyoto）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	東京|とうきょう|Tokyo\n京都|きょうと|Kyoto	kanji,n4,image-15-28	ready
N4-KANJI-0104	N4	n4_kanji_core	104	市	シ	いち	THỊ	thành phố, chợ	市役所（tòa thị chính）; 市場（chợ）; 市場（thị trường）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	市役所|しやくしょ|tòa thị chính\n市場|いちば|chợ\n市場|しじょう|thị trường	kanji,n4,image-15-28	ready
N4-KANJI-0105	N4	n4_kanji_core	105	晩	バン		VÃN	buổi tối	晩（buổi tối）; 毎晩（mỗi tối, hằng tối）; 晩ご飯（bữa tối）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	晩|ばん|buổi tối\n毎晩|まいばん|mỗi tối, hằng tối\n晩ご飯|ばんごはん|bữa tối	kanji,n4,image-15-28	ready
N4-KANJI-0106	N4	n4_kanji_core	106	勉	ベン	つと.める	MIỄN	cố gắng học	勉強する（học, học tập）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	勉強する|べんきょうする|học, học tập	kanji,n4,image-15-28	ready
N4-KANJI-0107	N4	n4_kanji_core	107	県	ケン	か.ける	HUYỆN	tỉnh	県（tỉnh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	県|けん|tỉnh	kanji,n4,image-15-28	ready
N4-KANJI-0108	N4	n4_kanji_core	108	真	シン	ま, ま-, まこと	CHÂN	thật	真んqh（chính giữa）; 真っ白（trắng toát）; 写真（ảnh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	真ん中|まんなか|chính giữa\n真っ白|まっしろ|trắng toát\n写真|しゃしん|ảnh	kanji,n4,image-15-28	ready
N4-KANJI-0109	N4	n4_kanji_core	109	黄	オウ, コウ	き, こ-	HOÀNG	vàng	黄色（màu vàng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	黄色|きいろ|màu vàng	kanji,n4,image-15-28	ready
N4-KANJI-0110	N4	n4_kanji_core	110	記	キ	しる.す	KÍ	ghi chép	日記（nhật ký）; 記入（điền vào, viết vào）; 記事（bài báo, bài viết）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	日記|にっき|nhật ký\n記入|きにゅう|điền vào, viết vào\n記事|きじ|bài báo, bài viết	kanji,n4,image-15-28	ready
N4-KANJI-0111	N4	n4_kanji_core	111	説	セツ, ゼイ	と.く	THUYẾT	giải thích	説明（giải thích）; 小説（tiểu thuyết）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	説明|せつめい|giải thích\n小説|しょうせつ|tiểu thuyết	kanji,n4,image-15-28	ready
N4-KANJI-0112	N4	n4_kanji_core	112	課	カ		KHÓA	bài, khoa	課長（trưởng nhóm）; 課題（đề tài, chủ đề, thách thức）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	課長|かちょう|trưởng nhóm\n課題|かだい|đề tài, chủ đề, thách thức	kanji,n4,image-15-28	ready
N4-KANJI-0113	N4	n4_kanji_core	113	映	エイ	-ば.え, うつ.す, うつ.る, は.える	ÁNH	chiếu, phản chiếu	映画（phim, phim ảnh）; 映画館（rạp chiếu phim）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	映画|えいが|phim, phim ảnh\n映画館|えいがかん|rạp chiếu phim	kanji,n4,image-15-28	ready
N4-KANJI-0114	N4	n4_kanji_core	114	英	エイ	はなぶさ	ANH	Anh, ưu tú	英語（tiếng Anh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	英語|えいご|tiếng Anh	kanji,n4,image-15-28	ready
N4-KANJI-0115	N4	n4_kanji_core	115	羽	ウ	は, はね, わ	VŨ	lông, cánh	羽（đôi cánh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	羽|はね|đôi cánh	kanji,n4,image-15-28	ready
N4-KANJI-0116	N4	n4_kanji_core	116	習	シュウ, ジュ	なら.い, なら.う	TẬP	học, luyện	習う（học）; 練習（luyện tập）; 習慣（tập quán, thói quen）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	習う|ならう|học\n練習|れんしゅう|luyện tập\n習慣|しゅうかん|tập quán, thói quen	kanji,n4,image-15-28	ready
N4-KANJI-0117	N4	n4_kanji_core	117	当	トウ	あ.たり, あ.たる, あ.て, あ.てる, まさ.に, まさ.にべし	ĐƯƠNG	đúng, trúng	当たる（đập trúng, trúng (tâm, thưởng), (nắng) chiếu）; お弁当（cơm hộp bento）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	当たる|あたる|đập trúng, trúng (tâm, thưởng), (nắng) chiếu\nお弁当|おべんとう|cơm hộp bento	kanji,n4,image-15-28	ready
N4-KANJI-0118	N4	n4_kanji_core	118	急	キュウ	いそ.ぎ, いそ.ぐ, せ.く	CẤP	gấp	急ぐ（nhanh, gấp, vội）; 急に（đột nhiên）; 救急車（xe cấp cứu）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	急ぐ|いそぐ|nhanh, gấp, vội\n急に|きゅうに|đột nhiên\n救急車|きゅうきゅうしゃ|xe cấp cứu	kanji,n4,image-15-28	ready
N4-KANJI-0119	N4	n4_kanji_core	119	辺	ヘン	-べ, あた.り, ほと.り	BIÊN	vùng, cạnh	辺り（khu vực lân cận, xung quanh）; この辺（khu vực gần đây）; 周辺（vùng xung quanh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	辺り|あたり|khu vực lân cận, xung quanh\nこの辺|このへn|khu vực gần đây\n周辺|しゅうへん|vùng xung quanh	kanji,n4,image-15-28	ready
N4-KANJI-0120	N4	n4_kanji_core	120	切	サイ, セツ	-き.り, -き.る, -き.れ, -き.れる, -ぎ.り, -ぎ.れ, き.り, き.る, き.れ, き.れる	THIẾT	cắt	切る（cắt）; 切手（con tem）; 親切な（tốt bụng; tử tế）; 大切な（quan trọng, trân trọng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	切る|きる|cắt\n切手|きって|con tem\n親切な|しんせつな|tốt bụng; tử tế\n大切な|たいせつna|quan trọng, trân trọng	kanji,n4,image-15-28	ready
N4-KANJI-0121	N4	n4_kanji_core	121	試	シ	こころ.みる, ため.す	THÍ	thử, thi	試験（kỳ thi）; 試合（trận đấu）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	試験|しけん|kỳ thi\n試合|しあい|trận đấu	kanji,n4,image-15-28	ready
N4-KANJI-0122	N4	n4_kanji_core	122	計	ケイ	はか.らう, はか.る	KẾ	kế, đo	時計（đồng hồ）; 体温計（nhiệt kế）; 計画（kế hoạch）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	時計|とけい|đồng hồ\n体温計|たいおんけい|nhiệt kế\n計画|けいかく|kế hoạch	kanji,n4,image-15-28	ready
N4-KANJI-0123	N4	n4_kanji_core	123	心	シン	-ごころ, こころ	TÂM	tim, tâm	心（trái tim, tấm lòng）; 心配する（lo lắng, bận tâm）; 熱心な（nhiệt tình）; 安心な（an tâm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	心|こころ|trái tim, tấm lòng\n心配する|しんぱいする|lo lắng, bận tâm\n熱心な|ねっしんな|nhiệt tình\n安心な|あんしんな|an tâm	kanji,n4,image-15-28	ready
N4-KANJI-0124	N4	n4_kanji_core	124	思	シ	おぼ.す, おも.う, おもえら.く	TƯ	nghĩ	思い出す（nghĩ ra, nhớ lại）; 思う（nghĩ, suy nghĩ）; 不思議な（bí ẩn, kì quái）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	思い出す|おもいだす|nghĩ ra, nhớ lại\n思う|おもう|nghĩ, suy nghĩ\n不思議な|ふしぎな|bí ẩn, kì quái	kanji,n4,image-15-28	ready
N4-KANJI-0125	N4	n4_kanji_core	125	指	シ	-さ.し, さ.す, ゆび	CHỈ	ngón tay, chỉ	指（ngón）; 手指（ngón tay）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	指|ゆび|ngón\n手指|てゆび|ngón tay	kanji,n4,image-15-28	ready
N4-KANJI-0126	N4	n4_kanji_core	126	捨	シャ	す.てる	XẢ	vứt bỏ	捨てる（bỏ, vứt bỏ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	捨てる|すてる|bỏ, vứt bỏ	kanji,n4,image-15-28	ready
N4-KANJI-0127	N4	n4_kanji_core	127	拾	シュウ, ジュウ	ひろ.う	THẬP	nhặt	拾う（nhặt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	拾う|ひろう|nhặt	kanji,n4,image-15-28	ready
N4-KANJI-0128	N4	n4_kanji_core	128	押	オウ	お.さえる, お.し-, お.す, お.っ-, おさ.える	ÁP	đẩy, ấn	押す（ấn, nhấn）; 押し入れ（tủ âm tường）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	押す|おす|ấn, nhấn\n押し入れ|おしいれ|tủ âm tường	kanji,n4,image-15-28	ready
N4-KANJI-0129	N4	n4_kanji_core	129	探	タン	さが.す, さぐ.る	THÁM	tìm kiếm	探す（tìm kiếm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	探す|さがす|tìm kiếm	kanji,n4,image-15-28	ready
N4-KANJI-0130	N4	n4_kanji_core	130	折	シャク, セツ	-お.り, お.り, お.る, お.れる, おり	CHIẾT	gấp, bẻ	折れる（gãy, bị bẻ）; 折る（bẻ, gập）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	折れる|おれる|gãy, bị bẻ\n折る|おる|bẻ, gập	kanji,n4,image-15-28	ready
N4-KANJI-0131	N4	n4_kanji_core	131	配	ハイ	くば.る	PHỐI	phân phối	配る（phát）; 心配（lo lắng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	配る|くばる|phát\n心配|しんぱい|lo lắng	kanji,n4,image-15-28	ready
N4-KANJI-0132	N4	n4_kanji_core	132	起	キ	お.きる, お.こす, お.こる, おこ.す, た.つ	KHỞI	thức dậy, xảy ra	起こる（xảy ra）; 起きる（thức dậy）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	起こる|おこる|xảy ra\n起きる|おきる|thức dậy	kanji,n4,image-15-28	ready
N4-KANJI-0133	N4	n4_kanji_core	133	社	シャ	やしろ	XÃ	công ty, đền	社会（xã hội）; 会社（công ty）; 新聞社（tòa soạn báo）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	社会|しゃかい|xã hội\n会社|かいしゃ|công ty\n新聞社|しんぶんしゃ|tòa soạn báo	kanji,n4,image-15-28	ready
N4-KANJI-0134	N4	n4_kanji_core	134	祝	シュウ, シュク	いわ.う	CHÚC	chúc mừng	お祝い（sự chúc mừng, quà mừng）; 祝日（ngày lễ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	お祝い|おいわい|sự chúc mừng, quà mừng\n祝日|しゅくじつ|ngày lễ	kanji,n4,image-15-28	ready
N4-KANJI-0135	N4	n4_kanji_core	135	代	タイ, ダイ	-が.わり, -がわ.り, か.える, か.わり, か.わる, かわ.り, かわ.る, しろ, よ	ĐẠI	thay, đời	時代（thời đại）; 代わる（thay thế, đổi）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	時代|じだい|thời đại\n代わる|かわる|thay thế, đổi	kanji,n4,image-15-28	ready
N4-KANJI-0136	N4	n4_kanji_core	136	貸	タイ	か.し-, か.す, かし-	THẢI	cho mượn	貸す（cho mượn, cho vay）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	貸す|かす|cho mượn, cho vay	kanji,n4,image-15-28	ready
N4-KANJI-0137	N4	n4_kanji_core	137	落	ラク	お.ち, お.ちる, お.とす	LẠC	rơi	落ちる（rơi, rớt）; 落とす（đánh rơi, làm rơi）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	落ちる|おちる|rơi, rớt\n落とす|おとす|đánh rơi, làm rơi	kanji,n4,image-15-28	ready
N4-KANJI-0138	N4	n4_kanji_core	138	苦	ク	-ぐる.しい, くる.しい, くる.しむ, くる.しめる, にが.い, にが.る	KHỔ	đắng, khổ	苦い（đắng）; 苦しい（khổ sở, đau khổ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	苦い|にがい|đắng\n苦しい|くるしい|khổ sở, đau khổ	kanji,n4,image-15-28	ready
N4-KANJI-0139	N4	n4_kanji_core	139	最	サイ, シュ	つま, もっと.も	TỐI	nhất	最初（đầu tiên, lần đầu）; 最後（cuối cùng）; 最近（gần đây）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	最初|saiしょ|đầu tiên, lần đầu\n最後|さいご|cuối cùng\n最近|さいきん|gần đây	kanji,n4,image-15-28	ready
N4-KANJI-0140	N4	n4_kanji_core	140	恥	チ	は.じらう, は.じる, は.ずかしい, はじ	SỈ	xấu hổ	恥ずかしい（xấu hổ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	恥ずかしい|はずかしい|xấu hổ	kanji,n4,image-15-28	ready
N4-KANJI-0141	N4	n4_kanji_core	141	顔	ガン	かお	NHAN	mặt	顔（mặt, khuôn mặt）; 笑顔（khuôn mặt cười）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	顔|かお|mặt, khuôn mặt\n笑顔|えがお|khuôn mặt cười	kanji,n4,image-15-28	ready
N4-KANJI-0142	N4	n4_kanji_core	142	題	ダイ		ĐỀ	đề tài	宿題（bài tập）; 問題（vấn đề, câu hỏi bài tập）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	宿題|しゅくだい|bài tập\n問題|もんだい|vấn đề, câu hỏi bài tập	kanji,n4,image-15-28	ready
N4-KANJI-0143	N4	n4_kanji_core	143	工	ク, グ, コウ		CÔNG	công, kỹ thuật	工場（nhà máy）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	工場|こうじょう|nhà máy	kanji,n4,image-15-28	ready
N4-KANJI-0144	N4	n4_kanji_core	144	空	クウ	あ.き, あ.く, あ.ける, から, す.かす, す.く, そら, むな.しい	KHÔNG	trời, rỗng	空（bầu trời）; 空港（sân bay）; 空気（không khí）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	空|そら|bầu trời\n空港|くうこう|sân bay\n空気|くうき|không khí	kanji,n4,image-15-28	ready
N4-KANJI-0145	N4	n4_kanji_core	145	洋	ヨウ		DƯƠNG	Tây, đại dương	洋服（quần áo kiểu Tây）; 洋食（món ăn kiểu Tây）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	洋服|ようふく|quần áo kiểu Tây\n洋食|ようしょく|món ăn kiểu Tây	kanji,n4,image-15-28	ready
N4-KANJI-0146	N4	n4_kanji_core	146	様	ショウ, ヨウ	さま, さん	DẠNG	dáng, ngài	お客様（khách hàng）; 皆様（tất cả mọi người, tất cả quý vị）; 様子（dáng vẻ, bóng dáng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	お客様|おきゃくさま|khách hàng\n皆様|みなさま|tất cả mọi người, tất cả quý vị\n様子|ようす|dáng vẻ, bóng dáng	kanji,n4,image-15-28	ready
N4-KANJI-0147	N4	n4_kanji_core	147	色	シキ, ショク	いろ	SẮC	màu	色（màu sắc）; 茶色（màu nâu nhạt）; 景色（cảnh sắc, phong cảnh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	色|いろ|màu sắc\n茶色|ちゃいろ|màu nâu nhạt\n景色|けしき|cảnh sắc, phong cảnh	kanji,n4,image-15-28	ready
